Subject,Channel,Alpha Power,Beta Power,Theta Power,Delta Power
sub-028,C3,2.3444643557035084e-12,4.850699871370978e-13,9.92325527448301e-12,8.13966194047469e-11
sub-028,C4,2.371669956038594e-12,5.295189831539919e-13,9.928676710608698e-12,8.136248920975355e-11
sub-028,P3,2.7948219024785383e-12,5.875967502335855e-13,1.086991416919042e-11,8.340991183066624e-11
sub-028,P4,2.4651368442473437e-12,5.38229771529376e-13,1.0299744724190458e-11,8.323078270325838e-11
sub-028,O1,3.0034940325633878e-12,6.459029002381469e-13,1.1052056273951037e-11,8.239259116257327e-11
sub-028,O2,2.7218505731729625e-12,6.017327548843858e-13,1.0302525962749635e-11,8.242602624982232e-11
sub-028,F7,3.5528720498048936e-12,6.768239786406726e-13,1.7073076628320035e-11,9.692340784103372e-11
sub-028,F8,3.5021856206490715e-12,7.151224852257135e-13,1.514809450808342e-11,9.517251427971727e-11
sub-028,T3,3.328772628081642e-12,6.386626845068742e-13,1.5296448409790897e-11,8.812543831539263e-11
sub-028,T4,2.891680885759322e-12,6.076608055858406e-13,1.1919284713224175e-11,8.364674102661749e-11
sub-028,T5,2.9907848746147555e-12,6.355422025993801e-13,1.2125404525949088e-11,8.22065416452986e-11
sub-028,T6,2.7815844819487228e-12,5.882660638846686e-13,1.0852511715902143e-11,8.271510094474162e-11
sub-028,Fz,3.1216599876822575e-12,5.94922140017672e-13,1.3796726516141164e-11,8.698059951122452e-11
sub-028,Cz,2.424965785903441e-12,5.73080275081191e-13,9.289567444528706e-12,8.129980746916361e-11
sub-028,Pz,2.3979513567292894e-12,5.213519335768314e-13,9.365388023713726e-12,8.110261018763061e-11
sub-029,Fp1,1.259217876607656e-11,2.747652642325255e-12,1.009547649571421e-10,1.914594060376457e-09
sub-029,Fp2,1.205901603739864e-11,2.611480393405352e-12,9.170212740641109e-11,1.885879479724234e-09
sub-029,F3,1.2267629862929084e-11,2.422791935317534e-12,9.219817070599142e-11,1.9101554924269094e-09
sub-029,F4,1.1933757379761975e-11,2.615485768183352e-12,9.07522628409846e-11,1.869793445637925e-09
sub-029,C3,1.1211632715957784e-11,2.200670647796688e-12,8.677832379837524e-11,1.8621681374166823e-09
sub-029,C4,1.1016575891912332e-11,2.22513892038392e-12,8.669448409502434e-11,1.8710271222278963e-09
sub-029,P3,1.14550698920296e-11,2.2195292018315026e-12,8.734043141062516e-11,1.8554067174564444e-09
sub-029,P4,1.1343305112264529e-11,2.2354042352635177e-12,8.712238788749744e-11,1.8520721213475193e-09
sub-029,O1,1.245860872595156e-11,2.4112989320638827e-12,8.866200054158641e-11,1.8667163802012935e-09
sub-029,O2,1.2349644119444815e-11,2.4454864006403923e-12,8.815131599000293e-11,1.8734172326213976e-09
sub-029,F7,1.178703121625511e-11,2.4551169078689776e-12,8.968050801082698e-11,1.8536891263577917e-09
sub-029,F8,1.1901440792770123e-10,3.934928533803849e-11,4.435916416221129e-10,2.5233057630640033e-09
sub-029,T3,1.1517596221149153e-11,2.340727948738002e-12,9.006934352104478e-11,1.8667287430861406e-09
sub-029,T4,1.1329097123096245e-11,2.3766065523288777e-12,9.014372325615454e-11,1.858419186944337e-09
sub-029,T5,1.1568331175833075e-11,2.2408719855692824e-12,8.814832733467385e-11,1.853993118192442e-09
sub-029,T6,1.1771920940774709e-11,2.34072427319577e-12,8.967897900456718e-11,1.8852582895757517e-09
sub-029,Fz,1.1454024798227084e-11,2.262373416646084e-12,8.981012739905435e-11,1.8708167780357667e-09
sub-029,Cz,1.1282536984610997e-11,2.309679896923376e-12,8.560202639360171e-11,1.8610583314952067e-09
sub-029,Pz,1.1583274273947438e-11,2.260283920286394e-12,8.738786449073237e-11,1.8682284799715157e-09
sub-030,Fp1,7.899902534936589e-12,2.4255156138951878e-12,3.6372888300263376e-11,3.433268279982812e-10
sub-030,Fp2,7.354736003454206e-12,3.791350031406322e-12,3.376665436059742e-11,2.9546053501380956e-10
sub-030,F3,6.054981078210995e-12,1.030277478584617e-12,3.258242718657318e-11,2.1612740385416124e-10
sub-030,F4,5.469014591392706e-12,1.6600500072417437e-12,2.654575626302916e-11,1.6933600753102065e-10
sub-030,C3,4.069497666257372e-12,7.527513435848584e-13,1.5943638301546914e-11,1.392985663422991e-10
sub-030,C4,4.194193166474202e-12,7.316058031221637e-13,1.5674396272964552e-11,1.3701952366337512e-10
sub-030,P3,4.430325701543278e-12,7.911676935123732e-13,1.710215154569077e-11,1.4244124152042178e-10
sub-030,P4,5.130252744433123e-12,1.0706242674214368e-12,1.89673326579476e-11,1.5546252008199692e-10
sub-030,O1,5.818163959254107e-12,1.5412265908598087e-12,2.1767650039754656e-11,1.5626527283831948e-10
sub-030,O2,6.238936008707494e-10,1.8808602267677424e-10,1.980715291832033e-09,1.4470671822228997e-08
sub-030,F7,8.353689168852298e-12,1.2274732495082176e-12,3.50685295824037e-11,2.530864058161465e-10
sub-030,F8,7.185081814441294e-12,1.4064989055228823e-12,3.0060343797244534e-11,1.916886217938012e-10
sub-030,T3,7.331854396874973e-12,1.003040075336221e-12,3.1025162832786804e-11,2.355803258242317e-10
sub-030,T4,6.2242518732698146e-12,1.2045197253271615e-12,2.4077102048905416e-11,1.7413044420285265e-10
sub-030,T5,6.512900240695854e-12,1.0385531116609394e-12,2.4196019063329497e-11,1.800205157766869e-10
sub-030,T6,5.509978615259419e-12,1.1719197063575457e-12,2.03047138384647e-11,1.6043680592241904e-10
sub-030,Fz,5.408951899473714e-12,9.207164434469252e-13,3.906740644776613e-11,2.0277831660529e-10
sub-030,Cz,3.6327264389068294e-12,8.108914838884777e-13,1.7300468499818767e-11,1.5566004990664096e-10
sub-030,Pz,3.965904411981013e-12,8.44936363685012e-13,1.6739721473425294e-11,1.3914629016570436e-10
sub-031,Fp1,1.4275814875165758e-11,4.062620107545127e-12,4.431172067760065e-11,3.6007847294793834e-10
sub-031,Fp2,1.4474657368279783e-11,4.21303115015399e-12,4.5063120572806795e-11,3.734879171443743e-10
sub-031,F3,1.3198453901057574e-11,3.666239216213182e-12,4.20272443164987e-11,3.4509506696568095e-10
sub-031,F4,1.3611905109053098e-11,3.85075717695036e-12,4.3010356994420985e-11,3.5288219513783216e-10
sub-031,C3,1.2654206590156253e-11,3.623132996159659e-12,4.143192155204107e-11,3.4458019482572737e-10
sub-031,C4,1.3061840209609776e-11,3.703660711754262e-12,4.234006453358599e-11,3.5034716789801763e-10
sub-031,P3,1.4020730348746318e-11,3.4665905608800278e-12,3.9168036286881206e-11,3.2515957828296835e-10
sub-031,P4,1.4018987027750629e-11,3.5735032161886842e-12,4.253927031499253e-11,3.5184583062513954e-10
sub-031,O1,1.903543464276562e-11,3.988156728407825e-12,4.36714948866005e-11,3.511766134392015e-10
sub-031,O2,2.24484263790719e-11,3.974064412583194e-12,4.4111943882340377e-11,3.600065873963831e-10
sub-031,F7,1.3818536823401126e-11,4.461893268152333e-12,4.327952324147623e-11,3.560718089439211e-10
sub-031,F8,1.3606861895979537e-11,3.9568329413294766e-12,4.346209312977895e-11,3.5608148630379363e-10
sub-031,T3,1.4562036886640838e-11,4.214135773318128e-12,4.349817460955941e-11,3.5170245037353826e-10
sub-031,T4,1.376961153091699e-11,4.547969145458221e-12,4.2685879301229946e-11,3.507997956665701e-10
sub-031,T5,2.0093815557245303e-11,3.890071066799972e-12,4.344543722327148e-11,3.465980203306045e-10
sub-031,T6,1.835501730571431e-11,3.886862644195914e-12,4.412847627753519e-11,3.585408745362141e-10
sub-031,Fz,1.4169838711796408e-11,3.800812448786494e-12,4.3343506489158564e-11,3.5217841186176427e-10
sub-031,Cz,1.347144122923771e-11,3.7502397563653465e-12,4.2449339611933e-11,3.509439824536917e-10
sub-031,Pz,1.4124226281129744e-11,3.650714742558174e-12,4.117127531310225e-11,3.4428554585226147e-10
sub-032,Fp1,1.869590676086283e-10,6.900827420213729e-11,2.9660972236202444e-10,7.731875040494221e-10
sub-032,Fp2,1.867405424778587e-10,6.929948330827083e-11,2.9700291266767536e-10,7.521035575610953e-10
sub-032,F3,1.8553113274538427e-10,6.870477283331941e-11,2.898051515879243e-10,7.138261939579663e-10
sub-032,F4,1.8615297019695914e-10,6.882326071822315e-11,2.916036829545546e-10,7.124774749760622e-10
sub-032,C3,1.8475010174726564e-10,6.872399948820174e-11,2.8700954555211955e-10,7.073515884124197e-10
sub-032,C4,1.8532751100483553e-10,6.878193556924191e-11,2.883872149285358e-10,7.072926959733351e-10
sub-032,P3,1.8479500762335823e-10,6.884813375722821e-11,2.882559191917812e-10,7.070702684113631e-10
sub-032,P4,1.8557796491506052e-10,6.89462841606753e-11,2.9031433283305675e-10,7.068759153183868e-10
sub-032,O1,1.86147566275629e-10,6.905242382041603e-11,2.919369498823557e-10,7.102715750284007e-10
sub-032,O2,1.8754642496345794e-10,6.92050890513112e-11,2.9315980110911787e-10,7.11566067779159e-10
sub-032,F7,1.8650083887975681e-10,6.890374429179815e-11,2.914656874629451e-10,7.2087600609945e-10
sub-032,F8,1.8710382364832418e-10,6.91450501612811e-11,2.9506931784762783e-10,7.344664918885228e-10
sub-032,T3,1.8640187021816954e-10,6.887848162145924e-11,2.9051133344713907e-10,7.133807088552606e-10
sub-032,T4,1.8650256588189843e-10,6.897265595263207e-11,2.9313064367526165e-10,7.145234124658495e-10
sub-032,T5,1.8567778773726067e-10,6.899682283478067e-11,2.909281330396834e-10,7.107642860192501e-10
sub-032,T6,1.8747439272207956e-10,6.924319861777326e-11,2.9529432068504186e-10,7.121629674813112e-10
sub-032,Fz,1.8600502771627903e-10,6.869049048833389e-11,2.9144273146714827e-10,7.144726597522286e-10
sub-032,Cz,1.8492557372593195e-10,6.859461254414274e-11,2.869801100466374e-10,7.078232668427065e-10
sub-032,Pz,1.8493053604312124e-10,6.87692074624569e-11,2.890287894154429e-10,7.06956087587113e-10
sub-033,Fp1,3.840197723486319e-12,1.9541180059240315e-12,1.0075095297559395e-11,9.491057558194682e-11
sub-033,Fp2,3.7294339094263605e-12,2.2103905357904274e-12,1.0370440431004146e-11,9.766761206593267e-11
sub-033,F3,3.1920462356488107e-12,1.4774596151012173e-12,9.210764153400084e-12,8.29808131577605e-11
sub-033,F4,3.0052632658380554e-12,1.6237177406245083e-12,9.435958933828458e-12,8.222164155010055e-11
sub-033,C3,2.631283021739353e-12,7.33944723273348e-13,8.38406231431566e-12,7.941521512081698e-11
sub-033,C4,2.7127814569278987e-12,7.432879956502298e-13,8.513270437101014e-12,7.937635642240985e-11
sub-033,P3,3.3959954633787884e-12,8.807281720978629e-13,8.706959803133841e-12,7.995636605378042e-11
sub-033,P4,3.6535558459984565e-12,8.732046531773726e-13,9.040293555887592e-12,8.003529795198318e-11
sub-033,O1,4.603340758165506e-12,1.1116027562856413e-12,9.622449373110052e-12,8.115267451838847e-11
sub-033,O2,3.60556990954293e-12,9.288304660224255e-13,9.540536534225717e-12,8.12930217195932e-11
sub-033,F7,6.228638411549964e-12,1.2906233144416608e-12,1.0807784043810516e-11,8.821754537867875e-11
sub-033,F8,4.2153484680123265e-12,1.7035271909961985e-12,9.960535665130188e-12,8.653698111252377e-11
sub-033,T3,7.008111138345398e-12,1.3049322392955561e-12,1.0178712239621121e-11,8.311552495911184e-11
sub-033,T4,6.20354919285866e-12,1.2710440290543534e-12,1.0455375184178673e-11,8.271376296028619e-11
sub-033,T5,5.545482883651147e-12,1.148309509711738e-12,9.60719283070061e-12,8.123459955578768e-11
sub-033,T6,4.694034365117829e-12,1.0633200516193793e-12,9.69511650455813e-12,8.068888309609224e-11
sub-033,Fz,3.141753806844719e-12,1.2721769444600622e-12,1.0295091664072434e-11,8.232850100758896e-11
sub-033,Cz,2.5086075374591385e-12,7.878551883163943e-13,8.997971346598728e-12,7.999610815493069e-11
sub-033,Pz,2.609416733780035e-12,6.75685800116171e-13,8.798695825961432e-12,7.970923671829734e-11
sub-034,Fp1,2.699077779429991e-12,7.237057738573413e-13,1.3446823241386328e-11,1.32908851368754e-10
sub-034,Fp2,2.7229784644023806e-12,7.317144250057489e-13,1.2593377007974289e-11,1.255142262154675e-10
sub-034,F3,2.5265268681794943e-12,6.523480233805354e-13,1.1162626608143972e-11,1.1077875981854953e-10
sub-034,F4,2.397707745796823e-12,5.852893395158151e-13,1.017601024848372e-11,1.0197995727035243e-10
sub-034,C3,2.365396092116925e-12,5.904772213250816e-13,9.958103158521687e-12,1.0247339460316531e-10
sub-034,C4,2.523660365697243e-12,6.432117148500128e-13,1.0218209152782781e-11,1.0555031227016086e-10
sub-034,P3,2.9258746230418112e-12,7.859958039017709e-13,1.1402064724304137e-11,1.122366317632105e-10
sub-034,P4,2.7238298723424856e-12,7.032490261728131e-13,1.0290013683629137e-11,1.042638052220416e-10
sub-034,O1,3.185579718199775e-12,7.727073034199525e-13,1.1148796871472063e-11,1.0282839434953778e-10
sub-034,O2,3.403755879193575e-12,8.075621488784274e-13,1.163568486693029e-11,1.0816211932623513e-10
sub-034,F7,3.161846909258509e-10,4.6569559684312754e-11,1.2025279745738127e-09,1.185249354716549e-08
sub-034,F8,2.722928896910958e-12,6.63594580332584e-13,1.1575118575548386e-11,1.0594249617984396e-10
sub-034,T3,2.5860981790602776e-12,7.757557567057661e-13,1.1364115147486187e-11,1.0384725927407864e-10
sub-034,T4,2.7615746760614005e-12,6.285414018478688e-13,1.1703438096785195e-11,1.0192741172053383e-10
sub-034,T5,2.868052068874374e-12,7.307287251776517e-13,1.1066069382699074e-11,1.0231193902769815e-10
sub-034,T6,3.190297981070063e-12,7.316359230705577e-13,1.1761841493293669e-11,1.023289277642056e-10
sub-034,Fz,2.310725510861685e-12,5.593533701953616e-13,1.0034736228648128e-11,1.0230789953145134e-10
sub-034,Cz,2.2236190670674624e-12,5.1745974924687e-13,9.6622061594055e-12,1.0163568285830299e-10
sub-034,Pz,2.392914149127881e-12,6.042414218319936e-13,1.0000566947661399e-11,1.0203658323426706e-10
sub-035,Fp1,3.4805149535874776e-12,8.770208741614024e-13,1.1022454174922668e-11,1.1066485874768695e-10
sub-035,Fp2,3.502502758233345e-12,1.0183106535329586e-12,1.1208211011667966e-11,1.0547565850793318e-10
sub-035,F3,2.7320599432512074e-12,6.218052896724251e-13,9.660278213749937e-12,8.704869742290033e-11
sub-035,F4,2.715235114168565e-12,6.313605759480999e-13,9.792319732519485e-12,8.450304034936878e-11
sub-035,C3,2.157867920272854e-12,4.747602253180352e-13,8.80989323358098e-12,8.108047101930444e-11
sub-035,C4,2.138227675227784e-12,4.779254492144894e-13,8.852024695160192e-12,8.084887047705101e-11
sub-035,P3,2.317972579875681e-12,5.310548845948225e-13,9.08734337023917e-12,8.329113562916948e-11
sub-035,P4,2.3064968175655483e-12,4.904022649026432e-13,9.07289464933664e-12,8.393698800664061e-11
sub-035,O1,2.505511200581989e-12,6.360696488631109e-13,9.59550415131444e-12,8.602771474870225e-11
sub-035,O2,2.460637779240816e-12,5.493102327644468e-13,9.520581470355675e-12,8.670008441359888e-11
sub-035,F7,3.8523401851897514e-12,7.878707703426862e-13,1.3203823658415197e-11,9.478943408354019e-11
sub-035,F8,3.5071322068087355e-12,7.931370750143091e-13,1.3310739732575e-11,9.176687530012642e-11
sub-035,T3,3.1406502842718983e-12,1.0440397388011706e-12,1.1432853069252542e-11,8.853248902732992e-11
sub-035,T4,3.1025963677269854e-12,9.640730292154652e-13,1.1473394952141177e-11,8.459978962626822e-11
sub-035,T5,2.6189894887867118e-12,7.330717407582537e-13,9.85388430887177e-12,8.643482167166368e-11
sub-035,T6,2.6100457899726946e-12,6.168247703988295e-13,9.867507308661277e-12,8.865255621984196e-11
sub-035,Fz,2.784007811917758e-12,5.228052428303659e-13,9.60210896445431e-12,8.588524146038303e-11
sub-035,Cz,2.260762793668869e-12,4.584996328587384e-13,8.67683373523687e-12,8.084611584222924e-11
sub-035,Pz,2.2564190487460536e-12,4.629284100014524e-13,8.910844457605904e-12,8.326459246023146e-11
sub-036,Fp1,9.224825821502615e-12,2.0746227979255452e-12,1.185412098807384e-11,9.519040255777235e-11
sub-036,Fp2,8.002207212640421e-12,2.041602079274595e-12,1.1181374364652413e-11,8.870113412076216e-11
sub-036,F3,6.80422361310372e-12,1.7323173278595536e-12,1.0033130080796272e-11,8.002082843350632e-11
sub-036,F4,6.531343584935696e-12,1.7426331069327663e-12,1.0023665941504195e-11,7.938187340882773e-11
sub-036,C3,6.843443509035063e-12,1.3978353860436805e-12,9.448624906585107e-12,7.939606790091497e-11
sub-036,C4,7.0301553495579355e-12,1.3826715572396373e-12,9.391466383334294e-12,7.853592379525359e-11
sub-036,P3,9.274699563510424e-12,2.040387605342335e-12,1.023621584088392e-11,8.030296760845166e-11
sub-036,P4,1.0853233409263956e-11,1.7928150696250317e-12,1.0773833831058071e-11,8.035485971378937e-11
sub-036,O1,1.0083749787330363e-11,2.0340554343139387e-12,1.0878427257510292e-11,8.112675376736535e-11
sub-036,O2,1.0322173863040868e-11,1.8086916782060997e-12,1.146108189974303e-11,8.112688590549717e-11
sub-036,F7,1.1669745222122986e-11,1.962012547381181e-12,1.2766464718543219e-11,9.489512674778395e-11
sub-036,F8,9.466383852551276e-12,1.881597301142153e-12,1.1837228855128367e-11,8.856431699438178e-11
sub-036,T3,1.3841100838759955e-11,2.1299310509885844e-12,1.2699848088338277e-11,8.54108410180842e-11
sub-036,T4,1.1810140007261142e-11,1.884626204441213e-12,1.2273993734348833e-11,8.275639787984658e-11
sub-036,T5,9.722703340880434e-12,1.8067533633369166e-12,1.1043497238516096e-11,8.09816761432893e-11
sub-036,T6,1.5017096351814627e-11,2.3710546834994415e-12,1.2476210344801855e-11,8.1097316337742e-11
sub-036,Fz,6.8834004377442156e-12,1.7984160987801187e-12,1.0492131638388627e-11,7.806072707942319e-11
sub-036,Cz,5.913655994954573e-12,1.5330657823076268e-12,9.612799588062157e-12,8.000291289945944e-11
sub-036,Pz,7.153007164398644e-12,1.4898024155053317e-12,9.979396414580769e-12,8.038859124909426e-11
sub-037,Fp1,9.656570235650445e-12,1.1087346522069887e-12,1.6860314879537547e-11,1.2135687035980446e-10
sub-037,Fp2,9.464307189415617e-12,1.0815275401181098e-12,1.6315965964004886e-11,1.2296353623797705e-10
sub-037,F3,6.570600765366986e-12,1.0162091519684492e-12,1.51113654025403e-11,1.0968824876710194e-10
sub-037,F4,7.422719031750198e-12,9.537292171855714e-13,1.5475647731725536e-11,1.1159095473283564e-10
sub-037,C3,4.469619121465252e-12,7.447808334542355e-13,1.3633415988293123e-11,1.0678413171957367e-10
sub-037,C4,4.654672497577173e-12,8.116564215025954e-13,1.4590570431952712e-11,1.0761581531405846e-10
sub-037,P3,1.6692775196122586e-11,9.028901376488085e-13,1.7112764192636644e-11,1.1052521790384863e-10
sub-037,P4,1.050534657389248e-11,9.118887340480922e-13,1.603257737659216e-11,1.0930818327151371e-10
sub-037,O1,2.9740936548355324e-11,1.0359995597069622e-12,1.9925787900980022e-11,1.0697413767724007e-10
sub-037,O2,2.5542139018341528e-11,1.0504121352885779e-12,1.8935923388135523e-11,1.0934268241262561e-10
sub-037,F7,8.67693794973853e-12,1.378704792313206e-12,1.770577681698392e-11,1.168604089329756e-10
sub-037,F8,9.144891925128552e-12,1.057496472453992e-12,1.647389627417731e-11,1.1401411108151902e-10
sub-037,T3,7.262277762499888e-12,1.0761033534923262e-12,1.6695131359487678e-11,1.1144734286995756e-10
sub-037,T4,6.8510703108565525e-12,1.0237012028079155e-12,1.5873604363199412e-11,1.1182101847467767e-10
sub-037,T5,2.211139655427166e-11,1.4089196969549836e-12,2.7609861219892556e-11,3.214403054692472e-10
sub-037,T6,1.446055604488941e-11,1.084123232892997e-12,1.774705091598399e-11,1.0935184011898807e-10
sub-037,Fz,7.452262309819071e-12,9.038952799841421e-13,1.5205664108951554e-11,1.0964779585159794e-10
sub-037,Cz,5.14784243119016e-12,7.573149810561137e-13,1.3793452930787675e-11,1.0673375771315606e-10
sub-037,Pz,1.6811611887964636e-11,6.953654933645737e-13,1.5153740836995994e-11,1.0399968456735796e-10
sub-038,Fp1,4.113615103699913e-12,1.1187509303814222e-12,1.0136645108566049e-11,9.774420840269916e-11
sub-038,Fp2,3.969477645389475e-12,1.2566702558866725e-12,1.0099581978870292e-11,9.8636109589069e-11
sub-038,F3,3.0923532146964526e-12,1.0330606108321979e-12,9.618292277294094e-12,8.77715075253831e-11
sub-038,F4,3.1587632668799036e-12,1.1401150192771196e-12,9.68063955807342e-12,8.918274319169547e-11
sub-038,C3,2.4806305435025634e-12,8.187664934238162e-13,9.169838525823354e-12,8.576755891323448e-11
sub-038,C4,2.539517648703778e-12,7.999476895334161e-13,9.100073365107586e-12,8.526320928546708e-11
sub-038,P3,4.311568363559281e-12,9.4831512688706e-13,1.1329850302201904e-11,1.211641510393541e-10
sub-038,P4,4.682752498189438e-12,9.719871845872575e-13,1.1983100169810357e-11,1.7861385189111642e-10
sub-038,O1,7.97142918830413e-12,1.1151877184250985e-12,1.0673445028179283e-11,9.012588395972103e-11
sub-038,O2,1.0925179575077624e-11,1.148699431178436e-12,1.1759301389156154e-11,1.0960291380416069e-10
sub-038,F7,4.141206936577502e-12,1.2180991585202282e-12,9.725001571673725e-12,9.052807270905411e-11
sub-038,F8,4.152495082285463e-12,1.3655171159023075e-12,1.0094235935589194e-11,9.2611803521468e-11
sub-038,T3,3.594823889912916e-12,8.989063329416663e-13,9.546511431840286e-12,8.743680487826117e-11
sub-038,T4,3.543142838545447e-12,1.0577248323221006e-12,9.74764319554441e-12,9.457736014659679e-11
sub-038,T5,7.088683807796594e-12,1.169125524836912e-12,1.586253581246625e-11,1.4333141042144895e-10
sub-038,T6,7.677456741984213e-12,1.2396844679633989e-12,1.2721216319290718e-11,1.9349500687510366e-10
sub-038,Fz,2.9040720880302173e-12,9.744082880658603e-13,9.613489641895164e-12,8.711455848870414e-11
sub-038,Cz,3.0263221392488206e-12,8.462407848464218e-13,1.1057181920340328e-11,1.3080226576738392e-10
sub-038,Pz,3.977374517497709e-12,8.18020566144767e-13,1.0964572958032019e-11,1.9913818925464495e-10
sub-039,Fp1,1.7455758193228387e-11,2.0110475102036244e-12,1.127935240648751e-11,1.0219727839956339e-10
sub-039,Fp2,1.76260240143448e-11,2.0349579972413705e-12,1.1403627592584273e-11,1.0193848957562126e-10
sub-039,F3,1.1622016430764065e-11,1.1987468649204984e-12,1.0590354746852829e-11,9.910406743279288e-11
sub-039,F4,1.3946457524591595e-11,1.2745157520541642e-12,1.0717173461734502e-11,9.680442242554467e-11
sub-039,C3,8.223852009426591e-12,8.661763011325818e-13,9.667488000220639e-12,9.537378333837959e-11
sub-039,C4,8.00485692376506e-12,8.614890768410485e-13,9.375994450466114e-12,9.006351326339184e-11
sub-039,P3,2.3724900154677958e-11,1.1609136493954762e-12,1.171566913967737e-11,9.604437060095028e-11
sub-039,P4,1.3270749943948474e-11,1.0029174722587724e-12,1.292872493657256e-11,1.5391290448887637e-10
sub-039,O1,4.2835423040899104e-11,1.3218351533699399e-12,1.4806050143280574e-11,9.727430470052831e-11
sub-039,O2,3.624531670527752e-11,1.5741917669279176e-12,1.4670459367194253e-11,1.6713808448745845e-10
sub-039,F7,1.4809115789090934e-11,1.3352200538198668e-12,1.0740070182154559e-11,9.864791554028411e-11
sub-039,F8,1.641871323930125e-11,1.3551677848355896e-12,1.1272211231928897e-11,9.988307425768074e-11
sub-039,T3,1.5284322206443525e-11,1.0172818444679778e-12,1.1146191594134547e-11,9.748186732256264e-11
sub-039,T4,1.4313120618596878e-11,1.2005730131395226e-12,1.1463064610622754e-11,2.7926520661484743e-10
sub-039,T5,3.5507547250891293e-11,1.261583892083406e-12,1.4203487930669793e-11,9.73332786866315e-11
sub-039,T6,3.257627195559341e-11,1.352348442090176e-12,2.525286059488737e-11,3.073244540271205e-10
sub-039,Fz,1.46464994680769e-11,1.0918186525308672e-12,1.1191329391286318e-11,9.92658877900263e-11
sub-039,Cz,4.187727758509743e-12,8.037985735970776e-13,9.31387888284784e-12,9.472495944048374e-11
sub-039,Pz,2.1491206796052436e-11,9.63052456415251e-13,1.1831173932042161e-11,9.602622603467764e-11
sub-040,Fp1,6.4615103612739546e-12,1.0101264644858143e-12,2.0358739130330277e-11,1.7916854891896633e-10
sub-040,Fp2,6.203823202895435e-12,1.2284027341365857e-12,2.0173480231464286e-11,1.8142239140356534e-10
sub-040,F3,5.100692528012872e-12,8.293550143893557e-13,1.9091706719136806e-11,1.6684610937497433e-10
sub-040,F4,7.505257959318149e-12,1.3426204580808076e-12,2.8808862862891034e-11,1.8627840536120445e-10
sub-040,C3,3.403745376291519e-12,7.394329131169039e-13,1.9363446185167415e-11,1.6815190989395595e-10
sub-040,C4,4.240974728535222e-12,8.265026866297369e-13,2.3617671564872022e-11,1.8208302794355722e-10
sub-040,P3,8.048284090229293e-12,8.739699733992314e-13,2.000757091602038e-11,1.732340630241563e-10
sub-040,P4,7.62074880285203e-12,8.823507965537134e-13,1.9062805094682176e-11,1.6846915937947092e-10
sub-040,O1,2.218186931194257e-11,1.421951929135042e-12,2.6908983119183364e-11,1.9553072433923194e-10
sub-040,O2,2.1833251124178567e-11,1.3905473330030678e-12,2.0711562168762535e-11,1.7931797164616923e-10
sub-040,F7,6.503507611493946e-12,1.0407521670384739e-12,1.9828483073856402e-11,1.7063294465429284e-10
sub-040,F8,6.227259621574944e-12,1.1373039538739785e-12,2.140315118620718e-11,1.8033481290895173e-10
sub-040,T3,7.605597400277647e-12,1.2312611902218106e-12,2.0042130024640565e-11,1.6733865601574746e-10
sub-040,T4,2.7825325326941313e-11,3.871908539084954e-12,1.2204062485512985e-10,4.721732043522647e-10
sub-040,T5,1.3870552744107387e-11,1.1172912923044335e-12,1.907846504709865e-11,1.613324997125975e-10
sub-040,T6,2.1554779399087903e-11,3.6293798802016392e-12,9.294424219943088e-11,1.0451989411169522e-09
sub-040,Fz,4.459202607692458e-12,6.762982158104758e-13,1.870899261421502e-11,1.6440221938667154e-10
sub-040,Cz,3.314278369559295e-12,6.676390489323824e-13,1.8908111092949075e-11,1.6909019717804193e-10
sub-040,Pz,8.774880416725505e-12,8.643409628951642e-13,1.6600414654141378e-11,1.641312389970804e-10
sub-041,Fp1,3.1587729167881107e-12,1.0482011754854003e-12,9.353964977548312e-12,9.916946686000074e-11
sub-041,Fp2,3.0554686212737332e-12,9.758334760844753e-13,9.14539449139796e-12,9.941125171690833e-11
sub-041,F3,2.7741371970818653e-12,1.0720423047279799e-12,8.40085077536378e-12,8.993627466777683e-11
sub-041,F4,2.7841873754185414e-12,9.133906549628175e-13,8.386094446359189e-12,9.08740810744221e-11
sub-041,C3,2.238110870703102e-12,5.895074714573548e-13,8.068088506314943e-12,8.865998417331365e-11
sub-041,C4,2.2759556280954458e-12,5.909250505453032e-13,8.195893840466932e-12,8.854538299549689e-11
sub-041,P3,4.337284869664254e-12,9.534131146540285e-13,8.36649567363889e-12,8.898704262009661e-11
sub-041,P4,4.491411136434769e-12,9.540909948980154e-13,8.35472235047146e-12,8.906650030218207e-11
sub-041,O1,7.96930086409587e-12,1.5724761553399319e-12,8.596739318015135e-12,8.984748568804592e-11
sub-041,O2,1.0959388722871253e-11,2.4604074076499094e-12,8.723723991334147e-12,8.955859244412678e-11
sub-041,F7,3.1047867204517852e-12,1.8658677710249665e-12,8.571587043584511e-12,9.142144171791132e-11
sub-041,F8,3.080031463813702e-12,1.0016478902920565e-12,8.630594603714604e-12,9.12505262303509e-11
sub-041,T3,3.207151183764618e-12,1.0471969651674465e-12,8.312959406305787e-12,8.89466067487926e-11
sub-041,T4,3.3828985831842417e-12,1.2055911810821954e-12,8.4344538050892e-12,8.888414185227623e-11
sub-041,T5,7.915066101321858e-12,1.3078916796853295e-12,8.475288424503612e-12,8.91136708521781e-11
