Subject,Group,Channel,Delta Power,Theta Power,Alpha Power,Beta Power
sub-023,Alzheimer's Disease,P4,2.5523762752729987e-10,3.7640394563116114e-11,1.7247140446827466e-11,1.1304018022659279e-11
sub-023,Alzheimer's Disease,O1,2.585017045255631e-10,4.298734203541422e-11,2.5376462036126344e-11,1.3756151790683757e-11
sub-023,Alzheimer's Disease,O2,2.583251016692008e-10,4.321511625978484e-11,2.721501873366466e-11,1.3851713938307416e-11
sub-023,Alzheimer's Disease,F7,2.5361055918992443e-10,4.170552444550095e-11,1.7903156187784872e-11,1.4554086051569927e-11
sub-023,Alzheimer's Disease,F8,2.601675271604364e-10,3.97975145790391e-11,1.581714770116709e-11,1.2962978870575742e-11
sub-023,Alzheimer's Disease,T3,2.5143741468010504e-10,4.14375015818045e-11,1.7661628578389745e-11,1.581835354857193e-11
sub-023,Alzheimer's Disease,T4,2.5420666302168975e-10,4.018787962220895e-11,1.7334429580874632e-11,2.0402911427834927e-11
sub-023,Alzheimer's Disease,T5,2.535131648428967e-10,4.558630495656535e-11,3.098947829506717e-11,1.5416208178423542e-11
sub-023,Alzheimer's Disease,T6,2.54371720379282e-10,4.1012112115553655e-11,2.272815779500678e-11,1.2763413779317256e-11
sub-023,Alzheimer's Disease,Fz,2.5169056970471176e-10,4.3218110625186223e-11,1.5384601251999943e-11,1.179403099670058e-11
sub-023,Alzheimer's Disease,Cz,2.5139091346332346e-10,3.514806233662266e-11,1.212838158766783e-11,9.350940001464528e-12
sub-023,Alzheimer's Disease,Pz,2.5346002532382475e-10,3.919309670752664e-11,1.598113640076811e-11,1.098104978030877e-11
sub-024,Alzheimer's Disease,Fp1,2.6781461950540253e-10,6.203765122137087e-11,1.9201297744431695e-11,1.2676494874612697e-11
sub-024,Alzheimer's Disease,Fp2,2.626163893935966e-10,5.720385014058802e-11,1.780064919141659e-11,1.1542180989567946e-11
sub-024,Alzheimer's Disease,F3,2.556426747368256e-10,5.720639225274726e-11,1.8072369405908913e-11,1.1615126340118935e-11
sub-024,Alzheimer's Disease,F4,2.537213881461815e-10,5.249183088733478e-11,1.677180598387042e-11,1.134539363058275e-11
sub-024,Alzheimer's Disease,C3,2.4618206196501526e-10,4.49136501397011e-11,1.2825644644950729e-11,9.1397798876023e-12
sub-024,Alzheimer's Disease,C4,2.4394927877701803e-10,4.115651363369653e-11,1.2312700378757561e-11,9.110045668751991e-12
sub-024,Alzheimer's Disease,P3,2.5223917104498686e-10,4.8113241281519515e-11,1.5009277769245927e-11,9.72925328700502e-12
sub-024,Alzheimer's Disease,P4,2.544707171784365e-10,4.6615539941986935e-11,1.3829044565148273e-11,9.263421974904838e-12
sub-024,Alzheimer's Disease,O1,2.5575658287152893e-10,4.934501535048558e-11,1.6883752959786917e-11,1.135951835970326e-11
sub-024,Alzheimer's Disease,O2,2.564291857178206e-10,4.9885343534654375e-11,1.665730227493061e-11,1.1324861960635135e-11
sub-024,Alzheimer's Disease,F7,2.816251510315401e-10,6.715940691176201e-11,2.0185296668616786e-11,1.2238019196454066e-11
sub-024,Alzheimer's Disease,F8,2.660530368230125e-10,5.595004614239795e-11,1.7191993560467932e-11,1.1702562537017547e-11
sub-024,Alzheimer's Disease,T3,2.6682336172424996e-10,6.576842375125061e-11,1.976036774233585e-11,1.1798928321430071e-11
sub-024,Alzheimer's Disease,T4,2.577790879439356e-10,5.6085917319085334e-11,1.6832520225306653e-11,1.1649496158368298e-11
sub-024,Alzheimer's Disease,T5,2.541938883738118e-10,5.837309473782916e-11,1.8850425699708595e-11,1.200292069898482e-11
sub-024,Alzheimer's Disease,T6,2.519107440838774e-10,5.470919277107406e-11,1.687850239934021e-11,1.1462447566699121e-11
sub-024,Alzheimer's Disease,Fz,2.5501491531960233e-10,5.665452941471427e-11,1.7106600888584208e-11,1.0719962745792466e-11
sub-024,Alzheimer's Disease,Cz,2.462774201622552e-10,3.9014691878751146e-11,1.2021602262113679e-11,9.442759678503709e-12
sub-024,Alzheimer's Disease,Pz,2.527106972981456e-10,4.318689639544275e-11,1.3197863173576424e-11,8.834575732555816e-12
sub-025,Alzheimer's Disease,Fp1,2.379894774088868e-10,3.68144649234901e-11,1.6977160848041886e-11,1.2640186502718521e-11
sub-025,Alzheimer's Disease,Fp2,2.4131556065553373e-10,3.661446747763241e-11,1.5670910902861355e-11,9.505713450731755e-12
sub-025,Alzheimer's Disease,F3,2.3577761007517447e-10,3.73206042152962e-11,1.669813606276321e-11,1.0017153422501383e-11
sub-025,Alzheimer's Disease,F4,2.397317575283153e-10,3.669567677678123e-11,1.663167277198972e-11,9.096141297991515e-12
sub-025,Alzheimer's Disease,C3,2.3783409666304873e-10,3.6360808703100476e-11,1.1183393449212634e-11,8.657387477112145e-12
sub-025,Alzheimer's Disease,C4,2.4112987803426303e-10,3.6428094287050034e-11,1.0719717289091295e-11,8.141644962560009e-12
sub-025,Alzheimer's Disease,P3,2.4084569646016926e-10,3.722225396262209e-11,4.185533910703695e-11,1.054838947305829e-11
sub-025,Alzheimer's Disease,P4,2.4531580999603743e-10,3.7910616676967646e-11,5.257315060034214e-11,1.0968334134170301e-11
sub-025,Alzheimer's Disease,O1,2.5101784379676813e-10,4.221851922394413e-11,1.3843104368602182e-10,1.6500850170280555e-11
sub-025,Alzheimer's Disease,O2,2.505516187487755e-10,4.193806290364363e-11,1.4361308072531045e-10,1.738778922473206e-11
sub-025,Alzheimer's Disease,F7,2.4230275534966155e-10,3.802749288533591e-11,1.849554220475744e-11,3.427294408973123e-11
sub-025,Alzheimer's Disease,F8,2.5351560836665594e-10,3.819752124682823e-11,1.8412444112823833e-11,2.523889427289569e-11
sub-025,Alzheimer's Disease,T3,2.4144300938416596e-10,3.8939428739757997e-11,2.0492025676268325e-11,1.8262301260891997e-11
sub-025,Alzheimer's Disease,T4,2.4936934798024874e-10,3.9002056197266606e-11,2.1302319771721075e-11,1.7660377944837682e-11
sub-025,Alzheimer's Disease,T5,2.456221252198282e-10,4.269165838846389e-11,7.454248514077349e-11,1.7699622925636414e-11
sub-025,Alzheimer's Disease,T6,2.5130917895801175e-10,4.279358603667757e-11,9.482967545903509e-11,1.6848391816416874e-11
sub-025,Alzheimer's Disease,Fz,2.352340817849961e-10,3.714665731148199e-11,1.8864325044425265e-11,8.691013670866219e-12
sub-025,Alzheimer's Disease,Cz,2.373638113737924e-10,3.6750472398617623e-11,1.2753010299071127e-11,8.017424017701698e-12
sub-025,Alzheimer's Disease,Pz,2.4156347485111117e-10,3.660504562683242e-11,3.642112886376862e-11,8.882389310919714e-12
sub-026,Alzheimer's Disease,Fp1,2.5803628449360475e-10,4.524171960254148e-11,1.3316864926106704e-11,1.0679559978511635e-11
sub-026,Alzheimer's Disease,Fp2,2.433762649948538e-10,4.2930771744195294e-11,1.2224506289298026e-11,9.777411424080135e-12
sub-026,Alzheimer's Disease,F3,2.5323280021902706e-10,4.57795129084327e-11,1.2812073057370711e-11,1.0791893444113367e-11
sub-026,Alzheimer's Disease,F4,2.4617883886633343e-10,4.673943387274381e-11,1.3268321872841459e-11,1.3295741179189384e-11
sub-026,Alzheimer's Disease,C3,2.420207006626914e-10,3.481692558833248e-11,1.0339713737909377e-11,8.76206969677335e-12
sub-026,Alzheimer's Disease,C4,2.3843438885600325e-10,3.539744650578498e-11,1.041739987051298e-11,8.916392563660448e-12
sub-026,Alzheimer's Disease,P3,2.478341089819051e-10,3.961073708392454e-11,1.2087645030527011e-11,9.43081283833732e-12
sub-026,Alzheimer's Disease,P4,2.4480457657053235e-10,4.219571203254979e-11,1.2128630771057134e-11,9.699080557742104e-12
sub-026,Alzheimer's Disease,O1,2.544961008427617e-10,4.904432626184689e-11,1.7484480782334888e-11,1.622543662041301e-11
sub-026,Alzheimer's Disease,O2,2.586978622113073e-10,5.483625097097013e-11,1.8817731221310158e-11,1.655452630826019e-11
sub-026,Alzheimer's Disease,F7,2.7182356434716296e-10,5.2544137378781096e-11,1.6795953797947623e-11,1.866757063808438e-11
sub-026,Alzheimer's Disease,F8,2.480852789860818e-10,4.205916023711799e-11,1.3095523693190985e-11,1.260426871738659e-11
sub-026,Alzheimer's Disease,T3,2.503233203623504e-10,4.1480305320772315e-11,1.3148177576859709e-11,1.1642352517340579e-11
sub-026,Alzheimer's Disease,T4,2.4329480902426485e-10,3.8861679832392085e-11,1.2824485558937868e-11,1.0949936553992764e-11
sub-026,Alzheimer's Disease,T5,2.4957592776112033e-10,4.1674619121397266e-11,1.3433087861611211e-11,1.1041164302316346e-11
sub-026,Alzheimer's Disease,T6,2.5598209795396496e-10,5.303872520636323e-11,1.6635760595151764e-11,1.3732013828109067e-11
sub-026,Alzheimer's Disease,Fz,2.4739863881276094e-10,4.580391767673501e-11,1.3154874389681048e-11,9.919392885228848e-12
sub-026,Alzheimer's Disease,Cz,2.4062143456377216e-10,3.694418994531892e-11,1.1994127130819979e-11,9.721790279428339e-12
sub-026,Alzheimer's Disease,Pz,2.432074834007296e-10,3.9417461395784215e-11,1.165479308448733e-11,9.19546814082359e-12
sub-027,Alzheimer's Disease,Fp1,3.1701054336126315e-10,7.738214054574739e-11,1.5281539928107744e-11,1.6171737746566965e-11
sub-027,Alzheimer's Disease,Fp2,3.230378351021911e-10,8.091248969957189e-11,1.5267783920020927e-11,1.6131878795577585e-11
sub-027,Alzheimer's Disease,F3,3.0207497513782634e-10,8.250726694108322e-11,1.4097686509324084e-11,1.3112402765906072e-11
sub-027,Alzheimer's Disease,F4,3.031425702497936e-10,8.103102795395848e-11,1.3921452196486546e-11,1.3323542185497524e-11
sub-027,Alzheimer's Disease,C3,2.616445741009854e-10,4.589063803711668e-11,1.1930070609858954e-11,1.0855734272837216e-11
sub-027,Alzheimer's Disease,C4,2.7486055682189726e-10,4.626591350422637e-11,1.1557373712821782e-11,1.0508075775123493e-11
sub-027,Alzheimer's Disease,P3,2.8696113939589663e-10,5.5868601335459424e-11,1.460513527567304e-11,1.1000464886061318e-11
sub-027,Alzheimer's Disease,P4,2.9331105141151316e-10,6.229773725402616e-11,1.282639651147265e-11,1.0017733723340455e-11
sub-027,Alzheimer's Disease,O1,3.094590934502112e-10,7.122076983336768e-11,2.01720120143267e-11,1.3145341791120032e-11
sub-027,Alzheimer's Disease,O2,3.1052392764400666e-10,7.638999162005095e-11,1.753128136193129e-11,1.2617384694260481e-11
sub-027,Alzheimer's Disease,F7,3.1189699204050016e-10,7.64672237744728e-11,1.856819087652885e-11,2.4553814883042866e-11
sub-027,Alzheimer's Disease,F8,3.331665358747868e-10,8.389967568285366e-11,2.0211707890618933e-11,2.3634524336746808e-11
sub-027,Alzheimer's Disease,T3,2.7811009629137327e-10,5.832783359679484e-11,1.533343806100382e-11,1.5266908645298473e-11
sub-027,Alzheimer's Disease,T4,2.9946533299942006e-10,6.830224074904711e-11,1.8292006812689187e-11,3.4812742184490234e-11
sub-027,Alzheimer's Disease,T5,2.8324899002089704e-10,5.94725960205828e-11,1.6495251421407434e-11,1.4250085408244752e-11
sub-027,Alzheimer's Disease,T6,2.9703680757452167e-10,7.179930211603346e-11,1.613462526266462e-11,1.2418684089929881e-11
sub-027,Alzheimer's Disease,Fz,3.026115605878519e-10,9.113596115053821e-11,1.3756702379269344e-11,1.1542933364214913e-11
sub-027,Alzheimer's Disease,Cz,2.7660527562206214e-10,4.234902699697008e-11,1.1585622187516622e-11,1.4242719006379727e-11
sub-027,Alzheimer's Disease,Pz,2.9599167594660993e-10,5.995047206588398e-11,1.3314408587710336e-11,1.0370874941491512e-11
sub-028,Alzheimer's Disease,Fp1,2.492611551132916e-10,5.756592314328208e-11,1.7062500577583114e-11,1.4107647412569278e-11
sub-028,Alzheimer's Disease,Fp2,2.400014357187294e-10,4.68135710708049e-11,1.4884770278494508e-11,1.0158275884751506e-11
sub-028,Alzheimer's Disease,F3,2.4293591229585475e-10,5.173218043479409e-11,1.527366596164408e-11,1.0499739246768107e-11
sub-028,Alzheimer's Disease,F4,2.398735638821389e-10,4.2977382705093566e-11,1.412315731087596e-11,1.0769513383099358e-11
sub-028,Alzheimer's Disease,C3,2.3632933567401973e-10,3.836363345971569e-11,1.147594093356363e-11,8.187954228439196e-12
sub-028,Alzheimer's Disease,C4,2.403434609772653e-10,3.836158027211398e-11,1.1404838885591031e-11,8.789227685101779e-12
sub-028,Alzheimer's Disease,P3,2.396723446857124e-10,4.1473512016659803e-11,1.3671976236974114e-11,9.625682368876298e-12
sub-028,Alzheimer's Disease,P4,2.4314606486346767e-10,3.946504301598876e-11,1.1805256792916135e-11,8.701020989729688e-12
sub-028,Alzheimer's Disease,O1,2.4193054962181507e-10,4.288750484980912e-11,1.5333577966826895e-11,1.0873794971755776e-11
sub-028,Alzheimer's Disease,O2,2.4308386920429095e-10,4.029624714968712e-11,1.3634099889483882e-11,1.0101308550770104e-11
sub-028,Alzheimer's Disease,F7,2.5913628213866117e-10,6.398894237758768e-11,1.7032956028890632e-11,1.1262326289584181e-11
sub-028,Alzheimer's Disease,F8,2.454128113689051e-10,4.8134773285165555e-11,1.4673257123374937e-11,1.0322224895347181e-11
sub-028,Alzheimer's Disease,T3,2.5181229285212573e-10,5.814866045057219e-11,1.64494432023771e-11,1.0824812281867922e-11
sub-028,Alzheimer's Disease,T4,2.4475164512332446e-10,4.7110340497929075e-11,1.42288447427612e-11,1.0313799476659718e-11
sub-028,Alzheimer's Disease,T5,2.409780183784491e-10,4.733555957608164e-11,1.5201831928647795e-11,1.0814364113135851e-11
sub-028,Alzheimer's Disease,T6,2.4303636562412727e-10,4.243457274959387e-11,1.3682545773022274e-11,9.895316162292532e-12
sub-028,Alzheimer's Disease,Fz,2.43766949639258e-10,4.7149336369138555e-11,1.4597195677490244e-11,1.0043152519243167e-11
sub-028,Alzheimer's Disease,Cz,2.3686397353247486e-10,3.4715939122542606e-11,1.1828366887246252e-11,9.576927342361974e-12
sub-028,Alzheimer's Disease,Pz,2.406665597161313e-10,3.657019024185302e-11,1.189026224176346e-11,8.720225937892961e-12
sub-029,Alzheimer's Disease,Fp1,2.480235749917666e-10,4.944772667384608e-11,1.3474372409638877e-11,1.0648103108229077e-11
sub-029,Alzheimer's Disease,Fp2,2.342122390786031e-10,5.1004360369430676e-11,1.4484532064209078e-11,1.4053090320194406e-11
sub-029,Alzheimer's Disease,F3,2.507113815681834e-10,4.941176788886674e-11,1.449188743519886e-11,1.2788957714445331e-11
sub-029,Alzheimer's Disease,F4,2.396944023429705e-10,5.169895559101537e-11,1.6269203450390733e-11,2.0413139998618017e-11
sub-029,Alzheimer's Disease,C3,2.5133831012490825e-10,4.393040220501337e-11,1.1211500412916005e-11,9.278264032863455e-12
sub-029,Alzheimer's Disease,C4,2.432276720516555e-10,4.2670487815485865e-11,1.1482842997751554e-11,9.435904620529188e-12
sub-029,Alzheimer's Disease,P3,2.6317491390950744e-10,5.0577636616997974e-11,1.3077078155173966e-11,9.840068142265608e-12
sub-029,Alzheimer's Disease,P4,2.5998791651596395e-10,5.1134236253724655e-11,1.3834507863980661e-11,9.797691346205769e-12
sub-029,Alzheimer's Disease,O1,2.7257572931320797e-10,5.5613142951208054e-11,1.765550954537477e-11,1.336862969983814e-11
sub-029,Alzheimer's Disease,O2,2.6397089822520226e-10,5.5607223552535345e-11,1.7528329217849654e-11,1.3288279218838149e-11
sub-029,Alzheimer's Disease,F7,2.7061615857261765e-10,5.5174719866004456e-11,1.461972314545721e-11,1.3941053259080935e-11
sub-029,Alzheimer's Disease,F8,2.4670148748652993e-10,6.253233300820966e-11,2.080092695836845e-11,2.549292454555037e-11
sub-029,Alzheimer's Disease,T3,2.6426971538141927e-10,5.5977938055585047e-11,1.2693373442411546e-11,1.2167983491633983e-11
sub-029,Alzheimer's Disease,T4,2.5307724642794287e-10,6.113522727667197e-11,1.465516061006853e-11,1.3649705243877857e-11
sub-029,Alzheimer's Disease,T5,2.682252530181591e-10,5.4218486904487284e-11,1.3452888716528593e-11,1.0374000329250368e-11
sub-029,Alzheimer's Disease,T6,2.6169491237790645e-10,6.112110622067141e-11,1.554101939035448e-11,1.186573702550663e-11
sub-029,Alzheimer's Disease,Fz,2.431881367503138e-10,4.928450617592157e-11,1.3369870418729889e-11,1.074225660478352e-11
sub-029,Alzheimer's Disease,Cz,2.440701018343861e-10,3.9258506653969075e-11,1.2641542497652274e-11,1.0768866144917408e-11
sub-029,Alzheimer's Disease,Pz,2.587724725771185e-10,4.78024413981443e-11,1.414753224606796e-11,1.0113043683049598e-11
sub-030,Alzheimer's Disease,Fp1,1.6584673913070106e-10,1.0131939955207698e-10,3.568144331160712e-11,3.818113616613481e-11
sub-030,Alzheimer's Disease,Fp2,2.0042601729046211e-10,9.230126559301719e-11,3.632566685527463e-11,5.025508023333751e-11
sub-030,Alzheimer's Disease,F3,1.610610603963096e-10,8.272951116881693e-11,2.998877098021195e-11,1.703444128539707e-11
sub-030,Alzheimer's Disease,F4,1.957885213039492e-10,5.545213259739368e-11,2.25301483059895e-11,2.3520616130871954e-11
sub-030,Alzheimer's Disease,C3,2.002377701277073e-10,4.978038393274163e-11,2.496999349781961e-11,1.1938372146370065e-11
sub-030,Alzheimer's Disease,C4,1.9796184371660499e-10,4.238431938661956e-11,1.47038208772015e-11,1.0234585247988422e-11
sub-030,Alzheimer's Disease,P3,2.072319144301768e-10,6.384817951618885e-11,2.5679985610096557e-11,1.2087909820667435e-11
sub-030,Alzheimer's Disease,P4,1.5807013858591691e-10,4.986676678386007e-11,1.7361358469241406e-11,1.5282720679845132e-11
sub-030,Alzheimer's Disease,O1,1.6181756177186934e-10,6.566421326261649e-11,2.3610097361850606e-11,2.3875353599183455e-11
sub-030,Alzheimer's Disease,O2,1.5113660305941286e-10,5.6299655297760254e-11,2.3942839132187964e-11,2.6976954660482144e-11
sub-030,Alzheimer's Disease,F7,2.7743221136079675e-10,1.2673833186542538e-10,4.464912523311489e-11,2.299132921099846e-11
sub-030,Alzheimer's Disease,F8,2.300757936602681e-10,8.458150709327326e-11,4.0955549128978753e-11,1.846482886004664e-11
sub-030,Alzheimer's Disease,T3,4.419815299424138e-10,1.225114435591226e-10,4.6906858327180704e-11,1.566645229040927e-11
sub-030,Alzheimer's Disease,T4,2.1078708602862e-10,6.474028428242266e-11,2.9576068022856236e-11,1.2508539644548344e-11
sub-030,Alzheimer's Disease,T5,2.845547023545892e-10,8.475188633727366e-11,3.2514987102884145e-11,1.5413625579191545e-11
sub-030,Alzheimer's Disease,T6,1.6710769903250474e-10,5.36426354817825e-11,1.9939402990410594e-11,1.6771505065469355e-11
sub-030,Alzheimer's Disease,Fz,1.8425924597703605e-10,7.733738262115612e-11,2.1402720567669867e-11,1.1786555489742373e-11
sub-030,Alzheimer's Disease,Cz,1.831974147149617e-10,4.0775606805971815e-11,1.4311597363618895e-11,1.0255497597045265e-11
sub-030,Alzheimer's Disease,Pz,1.5033588053128352e-10,5.288395957348437e-11,1.4792268203358207e-11,1.3161176882855663e-11
sub-031,Alzheimer's Disease,Fp1,2.5657621818427954e-10,3.62486311926978e-11,1.4201238825820473e-11,9.454451083507487e-12
sub-031,Alzheimer's Disease,Fp2,2.5754319460618617e-10,3.488803541146672e-11,1.29960697571714e-11,8.645487705171092e-12
sub-031,Alzheimer's Disease,F3,2.580599180701044e-10,3.6913955947033326e-11,1.448439460048838e-11,1.0225034618788683e-11
sub-031,Alzheimer's Disease,F4,2.5768503707338174e-10,3.614185431550097e-11,1.3846844435781623e-11,9.487770916470436e-12
sub-031,Alzheimer's Disease,C3,2.561350858956899e-10,3.459194142298661e-11,1.1518642878352431e-11,8.634623238970996e-12
sub-031,Alzheimer's Disease,C4,2.5537203723777573e-10,3.4035346576632964e-11,1.143527057629801e-11,8.385285610749019e-12
sub-031,Alzheimer's Disease,P3,2.5839737678528825e-10,3.674681221957463e-11,2.2532507092733575e-11,1.0083186085832654e-11
sub-031,Alzheimer's Disease,P4,2.5724568319496485e-10,3.534902794114427e-11,1.726178242091344e-11,9.204838248162592e-12
sub-031,Alzheimer's Disease,O1,2.6280709187044113e-10,4.0293376997948704e-11,4.232783494007612e-11,1.3361708045311242e-11
sub-031,Alzheimer's Disease,O2,2.650098329728189e-10,4.048575186095993e-11,5.711613429870871e-11,1.3246457871341316e-11
sub-031,Alzheimer's Disease,F7,2.6009035927594863e-10,3.8652951164581446e-11,1.522930767186766e-11,1.105017770041464e-11
sub-031,Alzheimer's Disease,F8,2.599346325490991e-10,3.644503983559755e-11,1.3852416927311682e-11,9.400180254898132e-12
sub-031,Alzheimer's Disease,T3,2.5890187472761173e-10,3.769003280865646e-11,1.833021498689113e-11,9.619242028287994e-12
sub-031,Alzheimer's Disease,T4,2.589933062810265e-10,3.6058646228601046e-11,1.4731327066549043e-11,9.588094333543519e-12
sub-031,Alzheimer's Disease,T5,2.613106573488677e-10,4.043572770714001e-11,4.6654097970144624e-11,1.1279109730572659e-11
sub-031,Alzheimer's Disease,T6,2.593826829784057e-10,3.798612341629727e-11,3.6426456430831264e-11,1.0745864123425996e-11
sub-031,Alzheimer's Disease,Fz,2.5879762842881733e-10,3.697908828716891e-11,1.645653805275907e-11,9.91803274522487e-12
sub-031,Alzheimer's Disease,Cz,2.573193933504792e-10,3.4353815457745674e-11,1.3753819822469414e-11,8.980846906097472e-12
sub-031,Alzheimer's Disease,Pz,2.576892601569327e-10,3.58097750351242e-11,1.984466770798555e-11,1.0093483865158643e-11
sub-032,Alzheimer's Disease,Fp1,2.731771957444023e-10,4.707293310564431e-11,1.7236782724609235e-11,1.870966183730877e-11
sub-032,Alzheimer's Disease,Fp2,2.726374562689833e-10,4.907636928842248e-11,1.738509488320931e-11,1.661564347256648e-11
sub-032,Alzheimer's Disease,F3,2.772235502190837e-10,4.862174714151162e-11,1.663820430805033e-11,1.4544046344750255e-11
sub-032,Alzheimer's Disease,F4,2.790443649326736e-10,5.0720886175343415e-11,1.6549254346565328e-11,1.5586292105519766e-11
sub-032,Alzheimer's Disease,C3,2.75609758328266e-10,4.196354285758247e-11,1.4788265438733635e-11,1.3184030905743637e-11
sub-032,Alzheimer's Disease,C4,2.7783044675551304e-10,4.3508045452683537e-11,1.4267673818095843e-11,1.3423579337589162e-11
sub-032,Alzheimer's Disease,P3,2.783484901305019e-10,4.4363824416971174e-11,1.6582237645322475e-11,1.5452050906023446e-11
sub-032,Alzheimer's Disease,P4,2.8181685502838834e-10,4.8689828284436755e-11,1.9584740738585105e-11,1.702354388210197e-11
sub-032,Alzheimer's Disease,O1,2.8501304973166036e-10,5.780000347757183e-11,2.5203885821525826e-11,2.132255294545215e-11
sub-032,Alzheimer's Disease,O2,2.891323211500599e-10,6.069588247289825e-11,3.213606114729784e-11,2.3227260137503075e-11
sub-032,Alzheimer's Disease,F7,2.8348755319254893e-10,5.242616136583952e-11,1.9752411955410257e-11,1.5321504085320075e-11
sub-032,Alzheimer's Disease,F8,2.895184111479261e-10,5.454818731642293e-11,2.1139984849731674e-11,1.7325614778330254e-11
sub-032,Alzheimer's Disease,T3,2.8238194902702525e-10,5.648794234566825e-11,2.293624574587143e-11,1.7182877750664628e-11
sub-032,Alzheimer's Disease,T4,2.864914181485811e-10,5.7679632159264323e-11,2.32598965524164e-11,1.7707809645464352e-11
sub-032,Alzheimer's Disease,T5,2.8256963311745647e-10,5.454010490360004e-11,2.2794932786130906e-11,1.924131397094933e-11
sub-032,Alzheimer's Disease,T6,2.8885639169836183e-10,6.423398798970672e-11,3.278274386563211e-11,2.2723924581606926e-11
sub-032,Alzheimer's Disease,Fz,2.7805058738037693e-10,5.397795423764904e-11,1.7824785981534666e-11,1.5484976358923278e-11
sub-032,Alzheimer's Disease,Cz,2.775992584563573e-10,4.1275972004706735e-11,1.377208509856273e-11,1.3020923979762274e-11
sub-032,Alzheimer's Disease,Pz,2.81322457949746e-10,4.526339216485144e-11,1.657760162496625e-11,1.4909789675947706e-11
sub-033,Alzheimer's Disease,Fp1,2.382555637524591e-10,3.5156823074716135e-11,1.738153496828289e-11,2.7239319651738676e-11
sub-033,Alzheimer's Disease,Fp2,2.349226792738345e-10,3.418758161597919e-11,1.5486139199258016e-11,2.567549086179643e-11
sub-033,Alzheimer's Disease,F3,2.3422119109156157e-10,3.5106265311922433e-11,1.4763196108827874e-11,2.3544691327340433e-11
sub-033,Alzheimer's Disease,F4,2.377666929064349e-10,3.49867644531528e-11,1.3951192128470635e-11,2.678196337225669e-11
sub-033,Alzheimer's Disease,C3,2.2822712823296683e-10,3.189396255373261e-11,1.249337123383832e-11,1.220300571173011e-11
sub-033,Alzheimer's Disease,C4,2.3256343692425113e-10,3.224028083407455e-11,1.325940369486978e-11,1.2301656325678897e-11
sub-033,Alzheimer's Disease,P3,2.3179882956916148e-10,3.269134999628014e-11,1.5809906528458777e-11,1.4105441181399402e-11
sub-033,Alzheimer's Disease,P4,2.3788868166519564e-10,3.412826482301733e-11,1.6859329446424266e-11,1.4409109871364746e-11
sub-033,Alzheimer's Disease,O1,2.371396307011935e-10,3.655615644729651e-11,2.0514851424269884e-11,1.8046129880881498e-11
sub-033,Alzheimer's Disease,O2,2.4093570755212086e-10,3.625579133883306e-11,1.6703317512811603e-11,1.5100142750766142e-11
sub-033,Alzheimer's Disease,F7,2.529937819357535e-10,3.960355738546931e-11,2.919912383168244e-11,2.136781576224769e-11
sub-033,Alzheimer's Disease,F8,2.484977845360352e-10,3.564870208545237e-11,1.9288683719713522e-11,2.6978233831911473e-11
sub-033,Alzheimer's Disease,T3,2.385612394704054e-10,3.7569834239089306e-11,3.26827646025339e-11,2.168629051111203e-11
sub-033,Alzheimer's Disease,T4,2.424250315161729e-10,3.762941976298673e-11,2.6377815390716493e-11,2.0441073999216866e-11
sub-033,Alzheimer's Disease,T5,2.3361087898101293e-10,3.6135195551624316e-11,2.5389577506327823e-11,1.8246770538722297e-11
sub-033,Alzheimer's Disease,T6,2.393016106351566e-10,3.65873861347585e-11,2.1763674559880518e-11,1.7506461616081324e-11
sub-033,Alzheimer's Disease,Fz,2.3422227142144477e-10,3.888282181661353e-11,1.4541201937873933e-11,2.0630986076408532e-11
sub-033,Alzheimer's Disease,Cz,2.334311297684593e-10,3.402326634901979e-11,1.1972977089783269e-11,1.315494718908482e-11
sub-033,Alzheimer's Disease,Pz,2.342963714962568e-10,3.3389849446262115e-11,1.2309324271301411e-11,1.1189797407740249e-11
sub-034,Alzheimer's Disease,Fp1,2.6851962080268493e-10,3.4491708136475843e-11,1.054495126114264e-11,9.151455724457692e-12
sub-034,Alzheimer's Disease,Fp2,2.702748549624139e-10,3.464743290149078e-11,1.03560003598761e-11,8.579253163898254e-12
sub-034,Alzheimer's Disease,F3,2.756024316880384e-10,3.730879199843625e-11,1.1154865668286733e-11,1.0177346755303678e-11
sub-034,Alzheimer's Disease,F4,2.711410404770347e-10,3.6072267222735946e-11,1.0973196542932007e-11,9.340755263581929e-12
sub-034,Alzheimer's Disease,C3,2.703162462266292e-10,3.488119050606318e-11,1.0710186335803025e-11,9.75374519734891e-12
sub-034,Alzheimer's Disease,C4,2.698232333396033e-10,3.460462511654678e-11,1.0811523134279363e-11,9.55834957080944e-12
sub-034,Alzheimer's Disease,P3,2.7178678580054436e-10,3.6366471790788386e-11,1.1560612491267693e-11,1.1275487818725264e-11
sub-034,Alzheimer's Disease,P4,2.724300088571955e-10,3.676763947122749e-11,1.2378618096637759e-11,1.136098823747901e-11
sub-034,Alzheimer's Disease,O1,2.759482764066767e-10,4.11217154611402e-11,1.4999793497571198e-11,1.3172105214490964e-11
sub-034,Alzheimer's Disease,O2,2.74966298574528e-10,4.068863059081788e-11,1.502974748897421e-11,1.2725786622685172e-11
sub-034,Alzheimer's Disease,F7,2.855699132993287e-10,4.3278600744296266e-11,1.2448473881225405e-11,1.3172218803434731e-11
